表記,読み
雪原,セツゲン
落石,ラクセキ
モラトリアム,モラトリアム
増発,ゾウハツ
完膚,カンプ
外信,ガイシン
生霊,セイレイ
サーファー,サーファー
ボラ,ボラ
クランベリー,クランベリー
暴,ボウ
先覚,センカク
収載,シュウサイ
内幕,ウチマク
才知,サイチ
論叢,ロンソウ
秀麗,シュウレイ
銃後,ジュウゴ
現住,ゲンジュウ
論壇,ロンダン
アイゼン,アイゼン
通暁,ツウギョウ
軽挙,ケイキョ
退色,タイショク
課徴,カチョウ
ミード,ミード
カステラ,カステラ
哲人,テツジン
上程,ジョウテイ
リバース,リバース
死屍,シシ
外債,ガイサイ
脚注,キャクチュウ
新訂,シンテイ
ヌードル,ヌードル
和牛,ワギュウ
低調,テイチョウ
スタミナ,スタミナ
住持,ジュウジ
三塁,サンルイ
マロン,マロン
晩春,バンシュン
実害,ジツガイ
術語,ジュツゴ
穏当,オントウ
ブレーカー,ブレーカー
行水,ギョウズイ
老師,ロウシ
カッティング,カッティング
軍記,グンキ
角質,カクシツ
事大,ジダイ
酒杯,シュハイ
前腕,ゼンワン
敵前,テキゼン
共振,キョウシン
医長,イチョウ
陪臣,バイシン
幻視,ゲンシ
適温,テキオン
ジョブ,ジョブ
海棠,カイドウ
求償,キュウショウ
雑費,ザッピ
術数,ジュッスウ
ソケット,ソケット
東経,トウケイ
門柱,モンチュウ
本義,ホンギ
尤,ユウ
集配,シュウハイ
農会,ノウカイ
国風,コクフウ
東上,トウジョウ
人徳,ジントク
沈鬱,チンウツ
今季,コンキ
両翼,リョウヨク
ピッケル,ピッケル
パジェロ,パジェロ
スパーク,スパーク
来店,ライテン
断腸,ダンチョウ
砂金,サキン
基壇,キダン
可塑,カソ
厚相,コウショウ
立金,リュウキン
竜神,リュウジン
私財,シザイ
小品,ショウヒン
増収,ゾウシュウ
物神,ブッシン
童心,ドウシン
ショーケース,ショーケース
邪推,ジャスイ
置換,チカン
天帝,テンテイ
ハロゲン,ハロゲン
難事,ナンジ
恥部,チブ
多幸,タコウ
アッシュ,アッシュ
至言,シゲン
宙ぶらりん,チュウブラリン
生魚,セイギョ
鋭意,エイイ
投信,トウシン
サラブレッド,サラブレッド
木犀,モクセイ
唱導,ショウドウ
多湿,タシツ
御苑,ギョエン
プリペイド,プリペイド
悲憤,ヒフン
侍医,ジイ
穀倉,コクソウ
成虫,セイチュウ
書中,ショチュウ
ハッキング,ハッキング
逸材,イツザイ
重畳,チョウジョウ
ちゅういん,チュウイン
酷薄,コクハク
神将,シンショウ
明々,メイメイ
ビーグル,ビーグル
ラジエーター,ラジエーター
インポート,インポート
珠,シュ
盗品,トウヒン
巡行,ジュンコウ
年額,ネンガク
ひっそく,ヒッソク
金銅,コンドウ
叩頭,コウトウ
舟運,シュウウン
英明,エイメイ
辞世,ジセイ
旧館,キュウカン
カメレオン,カメレオン
狭量,キョウリョウ
フューチャー,フューチャー
端部,タンブ
前人,ゼンジン
迷彩,メイサイ
座位,ザイ
はいぜん,ハイゼン
正覚,ショウガク
山行,サンコウ
有期,ユウキ
無根,ムコン
連山,レンザン
精錬,セイレン
喜,キ
マーブル,マーブル
強弁,キョウベン
付和,フワ
編修,ヘンシュウ
茶々,チャチャ
スラング,スラング
炉端,ロバタ
殿中,デンチュウ
眼窩,ガンカ
少壮,ショウソウ
本紀,ホンギ
採光,サイコウ
目算,モクサン
たし,タシ
腐朽,フキュウ
増援,ゾウエン
オーガニゼーション,オーガニゼーション
予行,ヨコウ
座所,ザショ
便座,ベンザ
キャッシング,キャッシング
雲水,ウンスイ
サンシャイン,サンシャイン
セロトニン,セロトニン
灰燼,カイジン
優生,ユウセイ
マーマレード,マーマレード
勤番,キンバン
ヌーベル,ヌーベル
復縁,フクエン
鈍行,ドンコウ
長生,チョウセイ
一郭,イッカク
正文,セイブン
バックル,バックル
浸潤,シンジュン
起案,キアン
豪放,ゴウホウ
防虫,ボウチュウ
答礼,トウレイ
末代,マツダイ
四囲,シイ
ミモザ,ミモザ
朝敵,チョウテキ
修築,シュウチク
性情,セイジョウ
両道,リョウドウ
モルタル,モルタル
光彩,コウサイ
論破,ロンパ
枢要,スウヨウ
トランジット,トランジット
疑獄,ギゴク
再々,サイサイ
臨調,リンチョウ
マテリアル,マテリアル
呻吟,シンギン
ポマード,ポマード
正鵠,セイコク
スターター,スターター
改作,カイサク
無欲,ムヨク
知新,チシン
職掌,ショクショウ
奏法,ソウホウ
送球,ソウキュウ
入閣,ニュウカク
大覚,ダイカク
譲与,ジョウヨ
紺碧,コンペキ
恥骨,チコツ
擬態,ギタイ
傾城,ケイセイ
船賃,フナチン
区外,クガイ
春季,シュンキ
そうきょく,ソウキョク
忌憚,キタン
北洋,ホクヨウ
板塀,イタベイ
豪遊,ゴウユウ
クーポン,クーポン
臣従,シンジュウ
善男,ゼンナン
巡業,ジュンギョウ
独語,ドクゴ
内規,ナイキ
自軍,ジグン
アドミニストレーション,アドミニストレーション
全訳,ゼンヤク
外延,ガイエン
遺留,イリュウ
金光,キンコウ
ダビング,ダビング
威儀,イギ
国制,コクセイ
眼底,ガンテイ
村八分,ムラハチブ
港内,コウナイ
貴種,キシュ
球児,キュウジ
墨守,ボクシュ
臓,ゾウ
無銭,ムセン
急使,キュウシ
寺,テラ
美大,ビダイ
電熱,デンネツ
乱造,ランゾウ
球界,キュウカイ
サブカルチャー,サブカルチャー
ジュエリー,ジュエリー
罰当たり,バチアタリ
無税,ムゼイ
背部,ハイブ
自叙,ジジョ
絹糸,ケンシ
エスニシティー,エスニシティー
円環,エンカン
モルモット,モルモット
積分,セキブン
初志,ショシ
序ノ口,ジョノクチ
厄よけ,ヤクヨケ
小舎,ショウシャ
諸行,ショギョウ
雲散,ウンサン
本旨,ホンシ
起工,キコウ
サルト,サルト
基部,キブ
格下げ,カクサゲ
大嘗,ダイジョウ
残量,ザンリョウ
採卵,サイラン
デフォルメ,デフォルメ
表敬,ヒョウケイ
毒舌,ドクゼツ
ランドリー,ランドリー
接戦,セッセン
官報,カンポウ
徹頭,テットウ
比定,ヒテイ
ペーソス,ペーソス
固陋,コロウ
定置,テイチ
典雅,テンガ
胸郭,キョウカク
タクト,タクト
万病,マンビョウ
軽症,ケイショウ
防除,ボウジョ
旅宿,リョシュク
邪心,ジャシン
ポピー,ポピー
タイ語,タイゴ
主唱,シュショウ
貫流,カンリュウ
正則,セイソク
助命,ジョメイ
ドッキング,ドッキング
領袖,リョウシュウ
バンプ,バンプ
イニング,イニング
トラベラー,トラベラー
小農,ショウノウ
転戦,テンセン
巣窟,ソウクツ
八百長,ヤオチョウ
階梯,カイテイ
ニュースキャスター,ニュースキャスター
発券,ハッケン
誤植,ゴショク
旅装,リョソウ
免罪,メンザイ
波羅蜜,ハラミツ
主幹,シュカン
区民,クミン
番,バン
説文,セツモン
正法,ショウボウ
美辞,ビジ
自邸,ジテイ
局外,キョクガイ
ムッシュー,ムッシュー
分乗,ブンジョウ
最深,サイシン
軍刀,グントウ
義人,ギジン
悪童,アクドウ
引火,インカ
急減,キュウゲン
銘酒,メイシュ
荒野,コウヤ
紡,ボウ
高三,コウサン
肉筆,ニクヒツ
脱糞,ダップン
隊商,タイショウ
詐取,サシュ
酒代,サカダイ
父王,フオウ
ボキャブラリー,ボキャブラリー
梁山,リョウザン
バジル,バジル
卒倒,ソットウ
新道,シンドウ
裏地,ウラジ
極言,キョクゲン
濃緑,ノウリョク
ルーレット,ルーレット
奇行,キコウ
コンサルテーション,コンサルテーション
一触,イッショク
週明け,シュウアケ
半壊,ハンカイ
カカオ,カカオ
愛欲,アイヨク
気炎,キエン
カタルシス,カタルシス
タブレット,タブレット
発議,ハツギ
経産,ケイサン
縁切り,エンキリ
私道,シドウ
高師,コウシ
下達,カタツ
未納,ミノウ
粘性,ネンセイ
ヘラルド,ヘラルド
砲塔,ホウトウ
私権,シケン
年式,ネンシキ
鶏冠,ケイカン
横溢,オウイツ
アレンジメント,アレンジメント
アソシエート,アソシエート
不同,フドウ
レファレンス,レファレンス
呼,コ
霧消,ムショウ
論難,ロンナン
回頭,カイトウ
兵制,ヘイセイ
腐臭,フシュウ
各氏,カクシ
荒行,アラギョウ
光度,コウド
レシート,レシート
什器,ジュウキ
長物,チョウブツ
乱脈,ランミャク
学齢,ガクレイ
全島,ゼントウ
セレクション,セレクション
美顔,ビガン
新論,シンロン
巷間,コウカン
じょうご,ジョウゴ
新式,シンシキ
町衆,マチシュウ
国賓,コクヒン
凶行,キョウコウ
技手,ギシュ
民兵,ミンペイ
軍功,グンコウ
病中,ビョウチュウ
宣下,センゲ
清明,セイメイ
理容,リヨウ
全山,ゼンザン
補遺,ホイ
蓄財,チクザイ
りんし,リンシ
スリット,スリット
低利,テイリ
ピール,ピール
炭疽,タンソ
真情,シンジョウ
害毒,ガイドク
前置,ゼンチ
音韻,オンイン
門院,モンイン
融点,ユウテン
再販,サイハン
操練,ソウレン
サテン,サテン
無銘,ムメイ
無碍,ムゲ
ペルソナ,ペルソナ
ホームシック,ホームシック
一考,イッコウ
全会,ゼンカイ
縮尺,シュクシャク
軸足,ジクアシ
長姉,チョウシ
綿糸,メンシ
アウトサイド,アウトサイド
要路,ヨウロ
降誕,コウタン
絞殺,コウサツ
ハイカー,ハイカー
クロック,クロック
死線,シセン
アングラ,アングラ
返納,ヘンノウ
縦走,ジュウソウ
ペロー,ペロー
初動,ショドウ
ヤッホー,ヤッホー
超克,チョウコク
大祭,タイサイ
薬種,ヤクシュ
托生,タクショウ
銃座,ジュウザ
傭船,ヨウセン
アニマ,アニマ
食傷,ショクショウ
花卉,カキ
チョイス,チョイス
羅漢,ラカン
分室,ブンシツ
知悉,チシツ
破顔,ハガン
テレクラ,テレクラ
補任,ホニン
外力,ガイリョク
胃酸,イサン
ギタリスト,ギタリスト
ユニ,ユニ
貞淑,テイシュク
同党,ドウトウ
グルーピング,グルーピング
芸事,ゲイゴト
故紙,コシ
コサージュ,コサージュ
クロロフィル,クロロフィル
攻守,コウシュ
ストリーム,ストリーム
張力,チョウリョク
道祖,ドウソ
失火,シッカ
河流,カリュウ
恐懼,キョウク
鳴動,メイドウ
経略,ケイリャク
ろ,ロ
陰嚢,インノウ
央,オウ
文革,ブンカク
阻却,ソキャク
各個,カッコ
フェデラル,フェデラル
速読,ソクドク
生薬,ショウヤク
太后,タイゴウ
帯同,タイドウ
フィルハーモニー,フィルハーモニー
フラク,フラク
大略,タイリャク
夷狄,イテキ
マンスリー,マンスリー
グリセリン,グリセリン
紫禁,シキン
姓氏,セイシ
一閃,イッセン
御料,ゴリョウ
ゲール,ゲール
光量,コウリョウ
博徒,バクト
分圧,ブンアツ
シンセサイザー,シンセサイザー
章句,ショウク
一長,イッチョウ
款,カン
固守,コシュ
カニューレ,カニューレ
円安,エンヤス
暖色,ダンショク
大鳳,タイホウ
催涙,サイルイ
要地,ヨウチ
後円,コウエン
権門,ケンモン
ジンマ,ジンマ
じゅほう,ジュホウ
中堂,チュウドウ
拝礼,ハイレイ
ハイビスカス,ハイビスカス
閑職,カンショク
コードレス,コードレス
音調,オンチョウ
賃銭,チンセン
スタイリスト,スタイリスト
エクスタシー,エクスタシー
狭心,キョウシン
開腹,カイフク
西上,セイジョウ
ヘリウム,ヘリウム
楽士,ガクシ
黙考,モッコウ
再演,サイエン
平癒,ヘイユ
一緒くた,イッショクタ
尚侍,ショウジ
栄転,エイテン
酒乱,シュラン
課員,カイン
ハープ,ハープ
佳境,カキョウ
起債,キサイ
発禁,ハッキン
悶絶,モンゼツ
カナディアン,カナディアン
終夜,シュウヤ
鏡面,キョウメン
加増,カゾウ
入管,ニュウカン
メールボックス,メールボックス
名状,メイジョウ
供用,キョウヨウ
聖徳,セイトク
同文,ドウブン
欄間,ランマ
浮沈,フチン
残照,ザンショウ
弁理,ベンリ
オルターナティブ,オルターナティブ
応報,オウホウ
生食,セイショク
プリーツ,プリーツ
社風,シャフウ
接地,セッチ
リクライニング,リクライニング
青果,セイカ
干満,カンマン
罵詈,バリ
ちょとつ,チョトツ
調製,チョウセイ
脳性,ノウセイ
木質,モクシツ
義和,ギワ
既往,キオウ
樹上,ジュジョウ
空閑,クウカン
なし,ナシ
不忠,フチュウ
盤面,バンメン
あんかけ,アンカケ
米作,ベイサク
土人,ドジン
オラ,オラ
善隣,ゼンリン
域外,イキガイ
冷厳,レイゲン
公転,コウテン
敵弾,テキダン
祖神,ソシン
総武,ソウブ
各市,カクシ
特養,トクヨウ
立木,リュウボク
夫君,フクン
ノーパン,ノーパン
制式,セイシキ
マスターズ,マスターズ
贈賄,ゾウワイ
断交,ダンコウ
後掲,コウケイ
泉質,センシツ
詳説,ショウセツ
ラッコ,ラッコ
内壁,ナイヘキ
スパッツ,スパッツ
スッピン,スッピン
インフラストラクチャー,インフラストラクチャー
テロリズム,テロリズム
フリーク,フリーク
波浪,ハロウ
クロニクル,クロニクル
本塁,ホンルイ
怜悧,レイリ
ギャンブラー,ギャンブラー
ホチキス,ホチキス
熱愛,ネツアイ
アミーゴ,アミーゴ
オード,オード
ケロイド,ケロイド
歯牙,シガ
ベンゼン,ベンゼン
サファイア,サファイア
シガレット,シガレット
本式,ホンシキ
試薬,シヤク
有人,ユウジン
些事,サジ
縦隊,ジュウタイ
新来,シンライ
移封,イホウ
掲揚,ケイヨウ
円熟,エンジュク
プリントアウト,プリントアウト
大志,タイシ
ブルドッグ,ブルドッグ
承服,ショウフク
毎食,マイショク
緊縛,キンバク
環視,カンシ
除籍,ジョセキ
コスチューム,コスチューム
備長,ビンチョウ
